c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 173 |  287397  287399 |   33221    69612 |  126128  124394  4998731    40.2 |     812    6766.67  0.633 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 174 |  287911  287911 |   33221    69612 |  126128  124906  5015209    40.2 |     812    5075.00  0.631 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 175 |  288935  288935 |   33221    69612 |  126128  125930  5058552    40.2 |    1771    8855.00  0.578 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 176 |  289447  289448 |   33221    69612 |  189192   16417   534187    32.5 |    1062    4425.00  0.483 |   0.240 |    1    0    0    0 |(+ 0,- 0)
c | 177 |  289960  289961 |   33221    69612 |  189192   16930   550051    32.5 |     822   13700.00  0.624 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 178 |  290985  290987 |   33221    69612 |  189192   17956   585173    32.6 |    2131   26637.50  0.481 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 179 |  293035  293036 |   33221    69612 |  189192   20005   649037    32.4 |    3955   28250.00  0.518 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 180 |  293548  293549 |   33221    69612 |  189192   20518   674874    32.9 |    1020   17000.00  0.503 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 181 |  294061  294064 |   33221    69612 |  189192   21033   693318    33.0 |     801   13350.00  0.643 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 182 |  295088  295088 |   33221    69612 |  189192   22057   739054    33.5 |    2331   29137.50  0.439 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 183 |  295600  295602 |   33221    69612 |  189192   22571   759929    33.7 |    1436   35900.00  0.358 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 184 |  296114  296114 |   33221    69612 |  189192   23083   783046    33.9 |    1289   64450.00  0.397 |   0.020 |    0    0    0    0 |(+ 0,- 0)
c | 185 |  297138  297139 |   33221    69612 |  189192   24108   825937    34.3 |    2014   33566.67  0.509 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 186 |  299187  299189 |   33221    69612 |  189192   26158   897732    34.3 |    3107   15535.00  0.660 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 187 |  303285  303287 |   33221    69612 |  189192   30256  1087929    36.0 |    7751   18454.76  0.529 |   0.420 |    0    0    0    0 |(+ 0,- 0)
c | 188 |  311479  311479 |   33221    69612 |  189192   38448  1510349    39.3 |   18479   35536.54  0.443 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 189 |  327863  327863 |   33221    69612 |  189192   54832  2217133    40.4 |   30593   20954.11  0.536 |   1.460 |    0    0    0    0 |(+ 0,- 0)
c | 190 |  328375  328375 |   33221    69612 |  189192   55344  2236157    40.4 |     893   14883.33  0.573 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 191 |  328887  328887 |   33221    69612 |  189192   55856  2256064    40.4 |    1071   13387.50  0.478 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 192 |  329911  329912 |   33221    69612 |  189192   56881  2291728    40.3 |    1564   11171.43  0.655 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 193 |  330424  330425 |   33221    69612 |  189192   57394  2310533    40.3 |     996   24900.00  0.515 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 194 |  330937  330939 |   33221    69612 |  189192   57908  2326877    40.2 |    1112   27800.00  0.462 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 195 |  331963  331965 |   33221    69612 |  189192   58934  2366568    40.2 |    2189   21890.00  0.469 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 196 |  334013  334014 |   33221    69612 |  189192   60983  2450324    40.2 |    3657   14065.38  0.560 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 197 |  334526  334526 |   33221    69612 |  189192   61495  2468742    40.1 |     795    9937.50  0.644 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 198 |  335038  335038 |   33221    69612 |  189192   62007  2488301    40.1 |     789    9862.50  0.649 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 199 |  336062  336063 |   33221    69612 |  189192   63032  2522644    40.0 |    1525    9531.25  0.672 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 200 |  336575  336579 |   33221    69612 |  189192   63548  2538297    39.9 |    1087   18116.67  0.475 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 201 |  337091  337094 |   33221    69612 |  189192   64063  2556283    39.9 |     949   15816.67  0.543 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 202 |  338118  338118 |   33221    69612 |  189192   65087  2589097    39.8 |    1560   15600.00  0.656 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 203 |  340166  340172 |   33221    69612 |  189192   67141  2681601    39.9 |    3483   13396.15  0.590 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 204 |  344268  344269 |   33221    69612 |  189192   71238  2834207    39.8 |    5996   11530.77  0.683 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 205 |  344781  344781 |   33221    69612 |  189192   71750  2852452    39.8 |     929   23225.00  0.551 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 206 |  345293  345294 |   33221    69612 |  189192   72263  2870727    39.7 |     855   21375.00  0.600 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 207 |  346318  346318 |   33221    69612 |  189192   73287  2902228    39.6 |    1622   16220.00  0.631 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 208 |  346830  346830 |   33221    69612 |  189192   73799  2920648    39.6 |     802   13366.67  0.638 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 209 |  347342  347342 |   33221    69612 |  189192   74311  2939232    39.6 |     782   13033.33  0.655 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 210 |  348366  348367 |   33221    69612 |  189192   75336  2977415    39.5 |    1673   16730.00  0.613 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 211 |  350415  350416 |   33221    69612 |  189192   77385  3066998    39.6 |    3353   13970.83  0.611 |   0.240 |    0    0    0    0 |(+ 0,- 0)
c | 212 |  350928  350929 |   33221    69612 |  189192   77898  3086573    39.6 |     799    7990.00  0.642 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 213 |  351441  351441 |   33221    69612 |  189192   78410  3101822    39.6 |     661    6610.00  0.775 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 214 |  352465  352465 |   33221    69612 |  189192   79434  3144018    39.6 |    1930   19300.00  0.531 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 215 |  352977  352977 |   33221    69612 |  189192   79946  3165009    39.6 |     951   11887.50  0.538 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 216 |  353489  353491 |   33221    69612 |  189192   80460  3186395    39.6 |    1079   17983.33  0.476 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 217 |  354515  354515 |   33221    69612 |  189192   81484  3223987    39.6 |    1629   11635.71  0.629 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 218 |  356563  356564 |   33221    69612 |  189192   83533  3301805    39.5 |    3578   13761.54  0.573 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 219 |  360660  360661 |   33221    69612 |  189192   87630  3454195    39.4 |    7606   12676.67  0.539 |   0.600 |    0    0    0    0 |(+ 0,- 0)
c | 220 |  368853  368853 |   33221    69612 |  189192   95822  3764538    39.3 |   12709   15129.76  0.645 |   0.840 |    0    0    0    0 |(+ 0,- 0)
c | 221 |  369365  369366 |   33221    69612 |  189192   96335  3789488    39.3 |     918   15300.00  0.559 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 222 |  369878  369880 |   33221    69612 |  189192   96849  3806391    39.3 |     743   12383.33  0.692 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 223 |  370904  370904 |   33221    69612 |  189192   97873  3841975    39.3 |    1662   13850.00  0.616 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 224 |  371416  371417 |   33221    69612 |  189192   98386  3859322    39.2 |     716    8950.00  0.716 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 225 |  371929  371929 |   33221    69612 |  189192   98898  3878270    39.2 |     841   10512.50  0.609 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 226 |  372953  372953 |   33221    69612 |  189192   99922  3919293    39.2 |    1638   11700.00  0.625 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 227 |  375001  375001 |   33221    69612 |  189192  101970  3990400    39.1 |    3035   10116.67  0.675 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 228 |  375513  375516 |   33221    69612 |  189192  102485  4007362    39.1 |     872   10900.00  0.591 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 229 |  376028  376029 |   33221    69612 |  189192  102998  4025202    39.1 |     900    9000.00  0.570 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 230 |  377053  377054 |   33221    69612 |  189192  104023  4064565    39.1 |    1422    8887.50  0.721 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 231 |  377566  377566 |   33221    69612 |  189192  104535  4082417    39.1 |     856   10700.00  0.598 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 232 |  378078  378078 |   33221    69612 |  189192  105047  4099859    39.0 |     917   11462.50  0.558 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 233 |  379102  379102 |   33221    69612 |  189192  106071  4148113    39.1 |    1575   11250.00  0.650 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 234 |  381150  381152 |   33221    69612 |  189192  108121  4228593    39.1 |    3324   10387.50  0.617 |   0.320 |    0    0    0    0 |(+ 0,- 0)
c | 235 |  385248  385251 |   33221    69612 |  189192  112220  4389208    39.1 |    6901   11130.65  0.594 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 236 |  385763  385764 |   33221    69612 |  189192  112733  4410295    39.1 |    1053   26325.00  0.487 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 237 |  386276  386276 |   33221    69612 |  189192  113245  4428753    39.1 |    1014   25350.00  0.505 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 238 |  387300  387300 |   33221    69612 |  189192  114269  4479471    39.2 |    1902   11887.50  0.538 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 239 |  387812  387813 |   33221    69612 |  189192  114782  4502420    39.2 |     987   16450.00  0.520 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 240 |  388325  388325 |   33221    69612 |  189192  115294  4525726    39.3 |     878   10975.00  0.583 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 241 |  389349  389349 |   33221    69612 |  189192  116318  4563803    39.2 |    1781    8905.00  0.575 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 242 |  391397  391397 |   33221    69612 |  189192  118366  4632935    39.1 |    3189    8858.33  0.642 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 243 |  391909  391913 |   33221    69612 |  189192  118882  4650797    39.1 |     993   12412.50  0.520 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 244 |  392425  392426 |   33221    69612 |  189192  119395  4667631    39.1 |     862    8620.00  0.595 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 245 |  393450  393451 |   33221    69612 |  189192  120420  4713883    39.1 |    1716   10725.00  0.597 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 246 |  393963  393964 |   33221    69612 |  189192  120933  4733324    39.1 |     782    6516.67  0.656 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 247 |  394476  394478 |   33221    69612 |  189192  121447  4750632    39.1 |     791    4943.75  0.650 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 248 |  395502  395503 |   33221    69612 |  189192  122472  4786814    39.1 |    1408    4693.33  0.728 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 249 |  397551  397553 |   33221    69612 |  189192  124522  4852023    39.0 |    3264   10200.00  0.628 |   0.320 |    0    0    0    0 |(+ 0,- 0)
c | 250 |  401649  401650 |   33221    69612 |  189192  128619  5017844    39.0 |    7326   11816.13  0.559 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 251 |  409842  409843 |   33221    69612 |  189192  136812  5332913    39.0 |   14713   14147.12  0.557 |   1.040 |    0    0    0    0 |(+ 0,- 0)
c | 252 |  426227  426227 |   33221    69612 |  189192  153196  6030902    39.4 |   26655   10251.92  0.615 |   2.600 |    0    0    0    0 |(+ 0,- 0)
c | 253 |  458995  458995 |   33221    69612 |  189192  185964  7348990    39.5 |   50016    6283.42  0.655 |   7.960 |    0    0    0    0 |(+ 0,- 0)
c | 254 |  524531  524531 |   33221    69612 |  283788   82992  3004935    36.2 |  101994    9676.85  0.643 |  10.540 |    1    0    0    0 |(+ 0,- 0)
c | 255 |  525043  525044 |   33221    69612 |  283788   83505  3034077    36.3 |     837    8370.00  0.613 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 256 |  525556  525557 |   33221    69612 |  283788   84018  3052573    36.3 |     812   13533.33  0.632 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 257 |  526581  526581 |   33221    69612 |  283788   85042  3098831    36.4 |    1974    7592.31  0.519 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 258 |  527093  527093 |   33221    69612 |  283788   85554  3115849    36.4 |     902   15033.33  0.568 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 259 |  527605  527606 |   33221    69612 |  283788   86067  3138001    36.5 |    1020   17000.00  0.503 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 260 |  528630  528630 |   33221    69612 |  283788   87091  3175411    36.5 |    1623   16230.00  0.631 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 261 |  530678  530678 |   33221    69612 |  283788   89139  3249027    36.4 |    3701   26435.71  0.553 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 262 |  531190  531193 |   33221    69612 |  283788   89654  3270202    36.5 |    1354   67700.00  0.380 |   0.020 |    0    0    0    0 |(+ 0,- 0)
c | 263 |  531705  531705 |   33221    69612 |  283788   90166  3293209    36.5 |    1332   66600.00  0.384 |   0.020 |    0    0    0    0 |(+ 0,- 0)
c | 264 |  532729  532729 |   33221    69612 |  283788   91190  3330956    36.5 |    2007   50175.00  0.510 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 265 |  533241  533241 |   33221    69612 |  283788   91702  3354341    36.6 |    1217   60850.00  0.421 |   0.020 |    0    0    0    0 |(+ 0,- 0)
c | 266 |  533753  533753 |   33221    69612 |  283788   92214  3374034    36.6 |    1294   32350.00  0.396 |   0.040 |    0    0    0    0 |(+ 0,- 0)
c | 267 |  534777  534778 |   33221    69612 |  283788   93239  3421469    36.7 |    2110   35166.67  0.486 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 268 |  536826  536826 |   33221    69612 |  283788   95287  3505965    36.8 |    3871   24193.75  0.529 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 269 |  540922  540922 |   33221    69612 |  283788   99383  3675395    37.0 |    6451   10404.84  0.635 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 270 |  541434  541434 |   33221    69612 |  283788   99895  3702655    37.1 |     781    7810.00  0.656 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 271 |  541946  541946 |   33221    69612 |  283788  100407  3729060    37.1 |    1002   10020.00  0.511 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 272 |  542970  542970 |   33221    69612 |  283788  101431  3771416    37.2 |    1629    5817.86  0.629 |   0.280 |    0    0    0    0 |(+ 0,- 0)
c | 273 |  543482  543483 |   33221    69612 |  283788  101944  3795503    37.2 |     796    9950.00  0.644 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 274 |  543995  543995 |   33221    69612 |  283788  102456  3812432    37.2 |     713    8912.50  0.718 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 275 |  545019  545022 |   33221    69612 |  283788  103483  3863070    37.3 |    1790    9944.44  0.574 |   0.180 |    0    0    0    0 |(+ 0,- 0)
c | 276 |  547070  547070 |   33221    69612 |  283788  105531  3953708    37.5 |    3345    8362.50  0.612 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 277 |  547582  547583 |   33221    69612 |  283788  106044  3970178    37.4 |     892    4955.56  0.575 |   0.180 |    0    0    0    0 |(+ 0,- 0)
c | 278 |  548095  548096 |   33221    69612 |  283788  106557  3991355    37.5 |     982    8183.33  0.522 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 279 |  549120  549123 |   33221    69612 |  283788  107584  4029362    37.5 |    1889    5555.88  0.544 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 280 |  549635  549636 |   33221    69612 |  283788  108097  4049433    37.5 |     938    5211.11  0.547 |   0.180 |    0    0    0    0 |(+ 0,- 0)
c | 281 |  550148  550150 |   33221    69612 |  283788  108611  4066424    37.4 |     742    7420.00  0.693 |   0.100 |    0    0    0    0 |(+ 0,- 0)
c | 282 |  551174  551175 |   33221    69612 |  283788  109636  4105179    37.4 |    1487   10621.43  0.689 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 283 |  553223  553224 |   33221    69612 |  283788  111685  4188642    37.5 |    2829    3536.25  0.724 |   0.800 |    0    0    0    0 |(+ 0,- 0)
c | 284 |  557320  557321 |   33221    69612 |  283788  115782  4345713    37.5 |    5682    4815.25  0.721 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 285 |  565513  565513 |   33221    69612 |  283788  123974  4651761    37.5 |   12145    5895.63  0.675 |   2.060 |    0    0    0    0 |(+ 0,- 0)
c | 286 |  566025  566026 |   33221    69612 |  283788  124487  4674978    37.6 |     870   14500.00  0.590 |   0.060 |    0    0    0    0 |(+ 0,- 0)
c | 287 |  566538  566538 |   33221    69612 |  283788  124999  4696262    37.6 |     880   11000.00  0.582 |   0.080 |    0    0    0    0 |(+ 0,- 0)
c | 288 |  567562  567563 |   33221    69612 |  283788  126024  4733884    37.6 |    1570    4131.58  0.653 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 289 |  568075  568075 |   33221    69612 |  283788  126536  4752684    37.6 |     691    3455.00  0.741 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 290 |  568587  568590 |   33221    69612 |  283788  127051  4772969    37.6 |     783    2796.43  0.658 |   0.280 |    0    0    0    0 |(+ 0,- 0)
c | 291 |  569614  569615 |   33221    69612 |  283788  128076  4811490    37.6 |    1501    3752.50  0.683 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 292 |  571663  571663 |   33221    69612 |  283788  130124  4899073    37.6 |    2877    3995.83  0.712 |   0.720 |    0    0    0    0 |(+ 0,- 0)
c | 293 |  572175  572175 |   33221    69612 |  283788  130636  4916811    37.6 |     822    3736.36  0.623 |   0.220 |    0    0    0    0 |(+ 0,- 0)
c | 294 |  572687  572689 |   33221    69612 |  283788  131150  4933621    37.6 |     732    3660.00  0.702 |   0.200 |    0    0    0    0 |(+ 0,- 0)
